institution,course_name,url,year,module_name,credits,type
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,"The Modern State: Progress, Protests and Power",,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Placement 1 Year,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Project 1 Semester,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Project 1 Year,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Action and Identity: Gender and Political Participation,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Conflict Resolution: Building Sustainable Peace,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Conflict Resolution: Concepts and Strategies,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Global Populism and the Crisis of Democracy,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Human Rights and Global Justice,,
London Met,BA (hons) international relations & politics,http://www.londonmet.ac.uk/courses/undergraduate/international-relations-and-politics---ba-hons/,Year 3,Public Diplomacy and Global Influence,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,After Empire: Regions and Powers in World Politics,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Conflict and Diplomacy Since 1945,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Global Wealth and Inequality: An Introduction to International Political Economy,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Perspectives from the Global South,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Political Science Concepts and Institutions,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,Understanding the International System,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,"Violence, Peace and Progress: Issues in World Politics",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,What is Politics For? Political Aims and Ideas,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 1,"Language Module (Arabic, French, Spanish or English)",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,Paradigms and Politics: Research Methods and Models,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,Theories of International Relations: Discipline and Diversity,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,"Language Module (Arabic, French, Spanish or English)",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,"Language Module (Arabic, French, Spanish or English)",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,British Politics,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,"Modern Diplomacy: Communication, Representation, Negotiation",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,Peace and Conflict: Theories and Issues,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,"Political Ideas in Modernity: Choices, Rights and Challenges",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,Political Ideas in Modernity: From Renaissance to Revolution,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,Politics of the Middle East,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,Sustainability and Environmental Justice,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,The New Diplomacy,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 2,The Politics of the European Union,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,International Security Studies: Issues and Challenges,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,International Security Studies: Theories and Challenges,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Placement 1 Year,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Project 1 Semester,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Project 1 Year,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Action and Identity: Gender and Political Participation,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Conflict Resolution: Building Sustainable Peace,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Conflict Resolution: Concepts and Strategies,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Global Populism and the Crisis of Democracy,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Human Rights and Global Justice,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,"Language Module (Arabic, French, Spanish or English)",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,"Language Module (Arabic, French, Spanish or English)",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,Public Diplomacy and Global Influence,,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,"The Modern State: Democracy, Dictatorship and Beyond",,
London Met,BA (hons) international relations,http://www.londonmet.ac.uk/courses/undergraduate/international-relations---ba-hons/,Year 3,"The Modern State: Progress, Protests and Power",,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,Administrative Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,Constitutional Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,Contract I,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,Criminal Law I,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,English Legal System,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,Land Law I,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,Law of Tort I,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 1,Legal Method,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Contract Law II,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Criminal Law II,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Land Law II,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Law of Equity and Trusts I,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Law of Tort II,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Law of the European Union I,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,"Modern Diplomacy: Communication, Representation, Negotiation",,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Peace and Conflict: Practice and Approaches,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,The New Diplomacy,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Advocacy and Mooting,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Alternative Dispute Resolution,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Child Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Civil Liberties and Human Rights,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Company Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Competition Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Consumer Rights Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Criminal Punishment - Policies and Practice,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Emerging Crimes and Criminal Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Employment Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Environmental Law and Sustainability,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Family Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Housing Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Immigrants and Nativists,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Jurisprudence,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Law and Deal-Making in the Entertainment Industry,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Law of Immigration and Asylum,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Legal Research Methods,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Medical Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Politics of the Middle East,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Public International Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Sustainability and Environmental Justice,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,The Law of Criminal Evidence,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,The Politics of the European Union,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 2,Theories of International Relations: Discipline and Diversity,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Civil Law and Practice,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Criminal Litigation,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Law of Equity and Trusts II,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Law of the European Union II,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,International Security Studies: Issues and Challenges,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,International Security Studies: Theories and Challenges,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Action and Identity: Gender and Political Participation,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Advocacy and Mooting,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Alternative Dispute Resolution,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Child Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Civil Liberties and Human Rights,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Company Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Competition Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Concise Legal Dissertation,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Conflict Resolution: Building Sustainable Peace,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Conflict Resolution: Concepts and Strategies,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Consumer Rights Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Emerging Crimes and Criminal Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Employment and Equality Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Environmental Law and Sustainability,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Family Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Housing Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,International Trade Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Jurisprudence,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Law Dissertation,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Law and Deal-Making in the Entertainment Industry,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Law of Immigration and Asylum,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Medical Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Penal Policy,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Public Diplomacy and Global Influence,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Public International Law,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,Strategic Communications and Global Media,,
London Met,LLB (hons) law with international relations,http://www.londonmet.ac.uk/courses/undergraduate/law-with-international-relations---llb-hons/,Year 3,The Law of Criminal Evidence,,
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 1,PIR4001 Democracy and Democratization,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 1,PIR4002 Discovering World Politics,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 1,PIR4004 Comparative Democracies,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 1,PIR4005 International Relations Since 1945,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 1,PIR4006 One Planet? Society and Sustainability,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 1,PIR4007 Theories of International Relations,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR5002 Global Governance and the United Nations,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR5007 Global Political Economy,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR5008 International Security Studies,20,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR5009MX Refugee Studies,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR6000 Dissertation in Politics and International Relations,40,core
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR6001 Work Based Learning in Politics or International Relations,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR6002 NATO after the Cold War and Beyond,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR6006 The Politics of the United States,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR6010 The Politics and International Relations of the Middle East,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,ANT6008MX Coastal Cultures,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,"ENG5010MX Writing Creative Nonfiction: Autobiography, Travel Writing, Reportage",20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,ENG6008MX Features Journalism Workshop,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,ENG6005MX American Crime Writing,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,HIS5014MX Dunkirk to D Day: The Second World War in Europe,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,"HIS6002MX Piracy and Privateering, c.1560-1816",20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,CRM6011MX Security Management,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,SOC5005MX Globalisation and Social Justice,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,"SOC6004MX Health, Medical Power and Social Justice",20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,CRM6011MX Security Management,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR5013MX Politics Beyond Parliaments,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR6008MX Voter Behaviour and Effective Election Campaigning,20,optional
Plymouth,BSc (hons) international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-international-relations,Year 2,PIR5009MX Refugee Studies,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 1,PIR4001 Democracy and Democratization,20,core
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 1,PIR4002 Discovering World Politics,20,core
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 1,PIR4004 Comparative Democracies,20,core
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 1,PIR4005 International Relations Since 1945,20,core
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 1,PIR4006 One Planet? Society and Sustainability,20,core
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 1,PIR4007 Theories of International Relations,20,core
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR5002 Global Governance and the United Nations,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR5005 Democracy in the UK: An Introduction to British Politics,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR5007 Global Political Economy,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR5008 International Security Studies,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR5009MX Refugee Studies,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR5013MX Politics Beyond Parliaments,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR6000 Dissertation in Politics and International Relations,40,core
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR6001 Work Based Learning in Politics or International Relations,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR6002 NATO after the Cold War and Beyond,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR6006 The Politics of the United States,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR6010 The Politics and International Relations of the Middle East,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,PIR6008MX Voter Behaviour and Effective Election Campaigning,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,ANT6008MX Coastal Cultures,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,"ENG5010MX Writing Creative Nonfiction: Autobiography, Travel Writing, Reportage",20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,ENG6008MX Features Journalism Workshop,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,ENG6005MX American Crime Writing,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,HIS5014MX Dunkirk to D Day: The Second World War in Europe,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,"HIS6002MX Piracy and Privateering, c.1560-1816",20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,CRM6011MX Security Management,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,SOC5005MX Globalisation and Social Justice,20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,"SOC6004MX Health, Medical Power and Social Justice",20,optional
Plymouth,BSc (hons) politics & international relations,https://www.plymouth.ac.uk/courses/undergraduate/bsc-politics-and-international-relations,Year 2,CRM6011MX Security Management,20,optional
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,Partisans,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,Public Opinion and Elections,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,Politics and Protest,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,Reinventing Democracy,,
