institution,course_name,url,year,module_name,credits,type
London School of Economics,BSc (hons) politics & international relations,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-international-relations,Year 2,Choose two courses from the following,,optional
London School of Economics,BSc (hons) politics & international relations,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-international-relations,Year 3,EITHER one dissertation in government,,optional
London School of Economics,BSc (hons) politics & international relations,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-international-relations,Year 3,OR one dissertation in international relations,,optional
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,Introduction to sustainable development,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,Introduction to global environmental issues,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,"People, power & place",,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,"Energy, waste & pollution",,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,Introduction to Sustainable Development,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,Introduction To Global Environmental Issues,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,"People, Power and Place",,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 1,"Energy, Waste and Pollution: Options for Sustainability",,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Global perspectives on health & human development,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Leadership & teamworking,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Political economy of globalisation & development,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Politics and the environment,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Environmental communication & behaviour change.,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Global Perspectives on Health and Human Development,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Ethics,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Political Economy of Globalisation and Development,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Politics and the Environment,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Environmental Communication and Behaviour Change,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Advanced texts in sustainable development,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Innovation & enterprise for sustainability,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Research methods for social science,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Dissertation or placement in industry.,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,"Natural capital promotion, development, investment and monitoring",,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Community climate action,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Role of cultural and creative sector in sustainable development.,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Advanced Texts in Sustainable Development,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Innovation and Enterprise for Sustainability,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Research Methods for Social Science,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Dissertation 3,,optional
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Placement (International),,optional
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Sustainable development field course,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Ethics,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Migration & development,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Water resources,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Honours action research project.,,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Environmental Field Course,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Migration and development,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Water resources policy and governance,,core
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Honours Action Research Project II,,core
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 1,Introduction to International Relations uses the ideas of important writers to explain key aspects of the international order.,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 1A: Introduction to Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 1B: Introduction to International Relations,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 2A: History Of Political Thought,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 2B: Introduction to Comparative Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,African Politics in Global Perspective,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,American Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,"Authoritarianism: Concepts, Theories and Comparative Analysis",,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,British Prime Ministers since 1945,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,China's International Relations,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Comparative Perspectives on Populism,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Comparative Public Opinion,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Government and Public Policy in the UK,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Equality and Justice,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Global Environmental Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Global Inequality and International Development,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Political Ideas that Changed the World,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Human Rights In Global Perspective,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,International Organizations,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,International Political Communication / International Political Communication,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,International Political Economy,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics of the Middle East,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Narratives of War and Conflict,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Political Parties and Democracy: Global Party Politics in Transition,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics Of The European Union,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics of Terror,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics and Popular Culture,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,The Psychology of Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,"Radical Politics: Marx, Marxism and Anarchism",,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Social Movements,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,The Politics of Borders,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Business and Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Chinese Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Citizenship And Democracy,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Challenges to Democracy,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Comparative European Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Contemporary Challenges in Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Defying Dictators:Political Opposition in Authoritarian States,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Elections and Voters,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Feminist Perspectives on Politics / Feminist Perspectives on Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Global Distributive Justice,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Issues In British Politics / Politics 3: Issues in British Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Issues In International Relations,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Latin American Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,"Politics, Communication and Democracy",,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,The Politics of Immigration,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Post-colonial and De-colonial International Theory,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,"Protest Politics in a Post-Political Age: Reform, Resistance or Revolution?",,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Scottish Politics / Scottish Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Securitisation and the New Security Agenda,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,US Foreign Policy,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,War and International Security,,
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 1,Introduction to International Relations introduces you to key approaches to explaining and understanding key aspects of international order.,,
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 2,Politics 1A: Introduction to Politics,,
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 2,Politics 1B: Introduction to International Relations,,
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 2,Politics 2A: History Of Political Thought,,
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 2,Politics 2B: Introduction to Comparative Politics,,
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,International Relations Concepts,,
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,African Politics in Global Perspective,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,American Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,"Authoritarianism: Concepts, Theories and Comparative Analysis",,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,British Prime Ministers since 1945,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,China's International Relations,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Comparative Perspectives on Populism,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Comparative Public Opinion,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Government and Public Policy in the UK,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Equality and Justice,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Global Environmental Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Global Inequality and International Development,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Political Ideas that Changed the World,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Human Rights In Global Perspective,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,International Organizations,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,International Political Communication / International Political Communication,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,International Political Economy,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Politics of the Middle East,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Narratives of War and Conflict,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Political Parties and Democracy: Global Party Politics in Transition,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Politics Of The European Union,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Politics of Terror,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Politics and Popular Culture,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,The Psychology of Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,"Radical Politics: Marx, Marxism and Anarchism",,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Social Movements,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,The Politics of Borders,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Business and Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Chinese Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Citizenship And Democracy,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Challenges to Democracy,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Comparative European Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Contemporary Challenges in Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Defying Dictators:Political Opposition in Authoritarian States,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Elections and Voters,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Feminist Perspectives on Politics / Feminist Perspectives on Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Global Distributive Justice,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Issues In British Politics / Politics 3: Issues in British Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Issues In International Relations,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Latin American Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,"Politics, Communication and Democracy",,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,The Politics of Immigration,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Post-colonial and De-colonial International Theory,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,"Protest Politics in a Post-Political Age: Reform, Resistance or Revolution?",,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Scottish Politics / Scottish Politics,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,Securitisation and the New Security Agenda,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,US Foreign Policy,,optional
Glasgow,MA(SocSci) (hons) international relations & sociology,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/,Year 3,War and International Security,,optional
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 1,Introduction to International Relations uses the ideas of important writers to explain key aspects of the international order.,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 1A: Introduction to Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 1B: Introduction to International Relations,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 2A: History Of Political Thought,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics 2B: Introduction to Comparative Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,African Politics in Global Perspective,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,American Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,"Authoritarianism: Concepts, Theories and Comparative Analysis",,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,British Prime Ministers since 1945,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,China's International Relations,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Comparative Perspectives on Populism,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Comparative Public Opinion,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Government and Public Policy in the UK,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Equality and Justice,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Global Environmental Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Global Inequality and International Development,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Political Ideas that Changed the World,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Human Rights In Global Perspective,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,International Organizations,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,International Political Communication / International Political Communication,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,International Political Economy,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics of the Middle East,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Narratives of War and Conflict,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Political Parties and Democracy: Global Party Politics in Transition,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics Of The European Union,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics of Terror,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Politics and Popular Culture,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,The Psychology of Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,"Radical Politics: Marx, Marxism and Anarchism",,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Social Movements,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,The Politics of Borders,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Business and Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Chinese Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Citizenship And Democracy,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Challenges to Democracy,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Comparative European Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Contemporary Challenges in Politics,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Defying Dictators:Political Opposition in Authoritarian States,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Elections and Voters,,
Glasgow,MA(SocSci) (hons) politics/ psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/,Year 2,Feminist Perspectives on Politics / Feminist Perspectives on Politics,,
